n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
883,0.06714593837647313,0.08430290222167969,0.0040909401017704215,0.1320370252783139,0.02870492842746488,2
771,0.08035403140246791,0.0777130126953125,0.016380027749958594,0.14049795906744345,0.0038918394031156843,3-4
467,0.045027901803400584,0.035550594329833984,-0.037683034330861724,0.12761601007980247,0.22833182165804689,5+
