locked_uid,control_uid
11686,11687
22306,22309
21751,21753
21761,21754
23868,23870
23884,23873
20831,20847
5315,5318
5330,5319
24331,24332
30268,30273
29964,29969
16831,16834
16848,16845
16211,16212
29801,29804
29522,29525
27800,27804
27813,27812
28263,28267
28227,28233
28232,28241
27782,27786
27799,27796
27300,27304
27316,27312
27766,27770
28740,28743
28246,28250
18540,18545
18552,18550
4736,4752
30326,30332
29536,29541
28794,28799
28228,28235
30270,30274
28247,28249
28253,28256
28795,28797
30327,30331
29770,29776
29537,29545
29542,29546
30312,30318
30316,30319
30637,30638
30017,30019
29999,30004
30255,30257
29966,29970
28776,28779
28783,28788
28264,28266
31348,31354
31352,31358
7157,7168
6032,6033
9669,9683
4333,4334
23969,23970
23976,23978
23954,23955
23961,23963
23515,23514
31349,31356
9670,9682
23082,23083
24703,24705
25175,25177
25192,25191
25624,25625
25639,25638
27280,27281
23120,23134
23531,23535
24475,24478
24776,24777
26154,26157
31350,31353
2091,2097
2094,2100
33473,33483
33488,33489
35213,35221
33109,33124
30190,30188
25779,25788
25787,25789
33524,33528
33111,33125
40146,40149
40151,40156
33112,33123
33474,33477
33490,33500
33113,33129
33475,33487
33491,33506
33511,33522
36151,36149
36152,36156
2121,2126
2124,2129
20928,20929
6218,6215
6226,6224
7125,7136
7134,7139
39490,39489
3194,3203
6984,6986
7144,7149
7370,7380
6969,6978
7160,7163
40217,40220
15804,15810
40245,40252
40249,40253
32531,32534
32532,32540
9697,9709
9411,9420
14753,14761
31377,31387
35647,35649
35443,35445
36320,36325
34798,34800
36064,36065
14788,14795
14754,14764
14730,14744
12870,12882
12016,12023
12027,12025
14145,14159
14190,14201
13628,13639
34919,34920
14167,14180
14126,14137
11619,11627
40218,40224
40225,40228
35648,35654
34799,34811
13629,13636
13640,13643
32742,32743
32753,32754
32487,32489
32024,32023
29187,29189
7978,7977
34574,34581
25659,25662
25646,25645
8692,8706
10225,10218
36743,36752
30192,30205
36744,36746
11689,11702
15806,15807
23517,23516
23533,23532
23985,23994
25647,25652
13823,13824
25660,25667
26071,26080
26089,26098
23942,23941
23889,23891
23895,23887
29986,29992
23908,23910
23914,23906
24685,24693
25587,25586
25599,25598
21282,21291
20865,20864
26106,26114
19086,19087
18569,18568
17563,17570
19024,19029
17579,17584
18095,18094
21799,21806
14920,14921
24334,24348
23909,23911
23920,23918
24352,24349
23890,23892
23872,23874
17546,17547
18984,18983
17564,17565
23122,23126
25615,25614
40246,40256
18044,18042
30193,30196
18985,18986
18993,18987
26962,26971
29526,29534
27305,27302
27314,27313
29805,29817
27771,27768
27787,27784
27805,27802
29987,29984
28268,28274
28251,28259
28744,28741
29788,29800
28234,28242
25180,25185
25628,25633
38700,38714
39833,39843
6972,6971
39740,39745
4740,4746
8694,8701
8695,8703
8707,8704
34579,34572
11466,11470
9414,9422
8729,8734
3012,3025
35077,35084
34922,34930
10227,10232
12406,12407
6221,6219
39140,39144
34590,34600
34591,34601
23124,23130
23518,23526
23085,23093
23534,23542
6222,6220
18557,18562
16352,16356
18618,18617
18097,18100
18108,18111
14381,14389
17011,17015
18121,18124
16953,16952
16961,16959
13827,13826
4102,4101
4108,4104
38676,38681
14657,14663
14658,14671
11467,11482
11889,11905
10975,10979
11483,11490
26108,26110
40338,40343
40290,40295
38677,38683
22374,22378
39141,39152
40248,40262
40291,40292
39277,39279
15848,15851
17569,17574
15004,15006
23125,23131
23127,23133
24688,24697
17551,17558
17012,17016
24430,24426
18122,18128
18109,18116
18048,18052
16969,16975
18558,18565
21803,21804
21286,21287
19090,19092
19091,19084
35285,35278
34558,34555
10338,10339
35286,35282
22384,22385
22388,22386
39142,39145
23923,23938
13861,13868
13380,13387
9209,9217
39803,39808
39687,39690
16355,16354
17501,17510
20849,20858
22310,22326
30374,30375
13732,13731
12945,12959
12976,12989
12541,12552
12074,12084
12047,12058
12118,12127
12098,12107
12099,12108
12450,12463
12914,12928
13733,13730
17456,17455
17478,17477
17480,17491
17940,17939
17952,17957
18945,18954
12946,12954
12947,12955
12977,12972
12978,12984
17479,17496
21780,21779
17457,17452
21756,21755
18946,18943
12451,12458
12119,12125
12542,12538
12915,12922
12048,12059
12075,12073
17458,17473
17481,17492
17483,17493
39709,39715
12120,12126
39410,39419
21757,21763
17459,17453
18947,18953
17943,17951
21782,21787
22312,22308
20850,20861
22643,22647
22645,22648
13830,13829
17460,17469
17944,17953
22313,22318
27286,27289
29759,29757
