mechanism,edge_set,edge_pairs_used,n_runs,n_locked_runs,locked_run_fraction,raw_locked_mean,raw_nonlocked_mean,raw_mean_delta
Coherent,all_edges,101348,40529,33511,0.8268400404648524,1.2161946296691895,1.2251179218292236,-0.00892329216003418
Coherent,long_range_gt2500km,2403,40529,4499,0.11100693330701474,1.1521177291870117,1.2259339094161987,-0.07381618022918701
Dipole,all_edges,13194,40529,6979,0.17219768560783635,1.3405263423919678,1.1921980381011963,0.14832830429077148
Dipole,long_range_gt2500km,11439,40529,6014,0.14838757432949246,1.3368171453475952,1.1969913244247437,0.13982582092285156
