n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
1172,0.011893392016049538,0.07854700088500977,-0.041818952163738606,0.067294291058498,0.035246131092757406,2
620,0.03536743995763602,0.02730560302734375,-0.026285607055160067,0.09779577000562341,0.07698917153887815,3-4
293,0.02253369361467329,-0.0011883974075317383,-0.05932785116593788,0.11262652555372528,0.5119540044473979,5+
