n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
930,0.20476742764954925,0.14233160018920898,0.1495847054578925,0.2686193074590416,5.626692137423791e-12,2
375,0.2985283712943395,0.1735408902168274,0.21574383790617188,0.3798159858552118,4.072535320617349e-12,3-4
205,0.2352059137530443,0.1729048490524292,0.10190560515333966,0.3678750017285346,0.0001590785030084125,5+
