n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
1547,0.036617588519125346,0.026576995849609375,-0.015514355863227178,0.08385546492543923,0.07055284292149488,2
1205,0.02643740696221961,0.01954793930053711,-0.026351161931884855,0.07649600225380965,0.2519921105446433,3-4
597,0.01642728920158629,0.03043365478515625,-0.04928100046450568,0.08583087727078041,0.3585649278102207,5+
