n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
1345,0.05188172138313379,0.05667304992675781,0.006791017020058899,0.10299740637988404,0.016855411772701907,2
1100,0.04707524662668055,0.044198185205459595,-0.0023235529774630597,0.09991303758390925,0.05538276714359055,3-4
553,0.01024834736238552,0.027979254722595215,-0.05258273016627723,0.08922134937607357,0.37070078740772006,5+
