n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
3189,-0.0003359656455039081,-0.006043434143066406,-0.03611008333315031,0.032839476669720626,0.4164679897979029,2
2015,0.013832995988816836,0.0071201324462890625,-0.021038802844557735,0.053402802756070046,0.17851617715054607,3-4
647,0.03938288035495941,0.01657283306121826,-0.031522748366551015,0.1079145280940823,0.3081045148193371,5+
