n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
3396,-0.0078066687140223275,-0.01438140869140625,-0.041435103113154216,0.02526565241518795,0.5733902644529061,2
1984,0.014712640649503879,0.014278888702392578,-0.022203964167208816,0.05261198131760934,0.09323980653021574,3-4
561,0.09120833748908391,0.06458771228790283,0.013541654731128736,0.1695416090714474,0.02437576859114668,5+
