n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
4168,0.009958064183592796,0.0068912506103515625,-0.03569763088598847,0.05084187099710105,0.43512178610918995,2
2381,0.04136296734213829,0.03545570373535156,-0.0063261495437473055,0.0900160491466522,0.03250405734737793,3-4
733,0.08880926668643951,0.06033062934875488,0.008306254353374244,0.16790516711771486,0.022561247672890476,5+
