n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
2431,0.42933860421180725,0.2218914031982422,0.3725870281457901,0.48651459291577337,3.529585051400976e-45,2
1208,0.5349459052085876,0.3944450616836548,0.46476556584239004,0.6120313242077827,4.991550804330993e-44,3-4
738,0.758847177028656,0.6025131344795227,0.6426402628421783,0.8722713336348533,2.0002548237819342e-36,5+
