mechanism,edge_set,edge_pairs_used,n_runs,n_locked_runs,locked_run_fraction,raw_locked_mean,raw_nonlocked_mean,raw_mean_delta
Coherent,all_edges,78855,40529,31867,0.7862764933751141,1.2205514907836914,1.2073960304260254,0.013155460357666016
Coherent,long_range_gt2500km,1077,40529,2080,0.051321276123269755,1.1520980596542358,1.221290946006775,-0.06919288635253906
Dipole,all_edges,5168,40529,3168,0.07816625132621086,1.362868309020996,1.2054336071014404,0.15743470191955566
Dipole,long_range_gt2500km,4473,40529,2700,0.06661896419847517,1.34666109085083,1.2085381746292114,0.13812291622161865
