n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
553,-0.0176540076409283,0.04305458068847656,-0.09665073859109585,0.054815652206620935,0.4287998342658413,2
304,0.032041289451483046,0.03704547882080078,-0.06626185663166996,0.1266919544695778,0.11809134565133622,3-4
164,0.025910712142543094,-0.01854032278060913,-0.0574294190717543,0.11859091041927657,0.41741152519664126,5+
