n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
573,0.03288256227450013,0.0961761474609375,-0.04246998084985357,0.11848382748026287,0.13636293137129551,2
520,0.07641885962623816,0.06556922197341919,0.0063520909720458695,0.1544303884367959,0.017242478987750786,3-4
320,0.04063930604606867,0.01688915491104126,-0.05046270262682811,0.13397634064778682,0.2786575555038772,5+
