locked_uid,control_uid
22246,22249
22306,22309
20831,20847
30650,30663
30653,30666
22247,22257
16831,16834
39875,39876
39884,39886
36149,36153
18540,18545
18552,18550
28795,28797
29966,29970
29972,29977
30255,30257
30270,30274
30277,30281
29770,29776
29778,29783
29537,29545
29542,29546
28247,28249
28253,28256
30312,30316
30318,30319
28264,28266
30327,30331
30333,30336
28776,28779
28783,28788
30652,30657
29245,29249
29251,29255
30637,30638
30344,30348
30350,30351
29983,29991
6032,6033
6967,6968
4333,4347
4334,4350
23954,23955
23515,23514
23969,23970
23976,23978
6216,6225
23082,23083
25175,25177
25192,25191
25624,25625
25639,25638
24703,24705
23120,23134
23531,23535
16962,16963
33488,33489
33109,33124
36459,36458
36465,36466
30190,30188
33111,33125
7204,7211
33475,33487
33113,33129
33491,33506
33511,33522
36152,36156
6218,6215
6226,6224
39877,39887
39490,39489
4339,4344
7160,7163
7370,7373
7376,7380
6984,6986
16876,16881
16855,16860
26042,26045
13668,13674
13669,13675
14753,14761
31377,31387
22248,22252
35647,35649
35443,35445
32532,32531
23487,23509
36320,36325
34798,34800
34976,34979
15753,15773
11619,11627
14145,14159
36064,36065
14754,14764
34919,34920
35776,35777
14730,14744
14167,14180
14126,14137
13628,13639
36043,36045
35677,35678
40218,40224
34799,34811
33809,33811
37162,37168
35629,35633
35648,35654
13629,13636
32487,32489
34574,34581
8692,8706
7371,7375
10225,10218
36743,36752
30192,30205
36744,36746
23957,23956
23972,23971
15806,15807
11689,11702
23985,23994
23533,23532
23517,23516
23942,23941
25660,25667
25647,25652
25614,25615
25587,25586
25178,25186
25599,25598
24685,24693
25161,25162
17579,17580
18095,18094
20865,20864
28232,28233
18984,18983
16965,16964
30193,30196
18044,18042
15754,15757
18985,18986
18993,18987
16979,16980
17548,17550
29987,29984
27305,27302
27314,27313
25163,25168
27771,27768
27787,27784
30002,30015
29805,29817
29788,29800
29526,29534
30315,30313
28744,28741
28268,28274
28251,28259
30330,30343
28234,28242
27805,27802
24687,24695
24429,24436
24708,24720
26091,26086
25180,25185
25628,25633
26073,26068
3439,3445
3419,3418
16185,16182
39833,39843
8694,8701
8695,8703
8707,8704
34579,34572
9597,9601
9197,9193
8729,8734
11621,11628
3012,3025
35779,35783
10227,10232
12406,12409
12407,12403
12421,12424
33542,33553
15808,15818
16952,16959
6222,6220
12944,12942
12540,12537
18584,18590
18618,18617
18121,18124
18108,18111
14381,14389
38676,38681
16025,16023
10607,10618
10611,10624
11889,11905
9134,9142
9138,9147
40338,40343
40290,40295
16271,16274
38508,38503
38677,38683
22374,22378
40291,40292
40339,40340
37495,37498
38647,38646
15848,15851
18122,18128
24430,24426
24709,24704
25181,25176
24688,24697
23125,23131
23127,23133
16954,16960
35285,35278
34558,34555
10338,10339
35286,35282
14925,14929
32032,32037
23126,23122
24689,24686
13795,13799
26963,26960
26970,26972
9598,9609
12135,12141
9209,9217
39803,39808
39687,39690
38511,38506
15755,15762
15763,15766
30276,30280
30285,30282
30286,30272
30659,30662
30668,30665
13732,13731
13733,13730
17940,17939
17029,17028
17479,17496
17457,17452
17941,17936
21756,21755
22311,22310
