n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
1172,0.011893392016049538,0.07854700088500977,-0.04345504642550042,0.06461828774152757,0.035246131092757406,2
620,0.03536743995763602,0.02730560302734375,-0.02720481583007401,0.10095964545879753,0.07698917153887815,3-4
293,0.02253369361467329,-0.0011883974075317383,-0.06130369210507682,0.10343852369782255,0.5119540044473979,5+
