n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
1547,0.036617588519125346,0.026576995849609375,-0.015489235321937566,0.08544462494643643,0.07055284292149488,2
1205,0.02643740696221961,0.01954793930053711,-0.022527219733045552,0.0757854146538959,0.2519921105446433,3-4
597,0.01642728920158629,0.03043365478515625,-0.04974227829132747,0.08569020289597,0.3585649278102207,5+
