n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
1968,-0.03856837119513411,-0.026888370513916016,-0.08113888301015869,0.005245016860525776,0.9378809862845727,2
1609,0.04103036314211994,0.0361175537109375,0.0020546256262991953,0.08154998300290293,0.035297463312254466,3-4
602,0.03529861972874581,-0.005158811807632446,-0.042270572111629365,0.1078889037466969,0.3220291283976281,5+
