n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
2323,-0.02181530696689903,0.007113456726074219,-0.06178024489459836,0.01688952019026809,0.7681419749103369,2
1771,0.023621597361473765,0.030961990356445312,-0.017811080155434547,0.05963465705206843,0.12061735271923524,3-4
622,0.04195965677978908,0.0011996030807495117,-0.02566513565347988,0.11104617513344889,0.2750419972701963,5+
