n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
2092,0.02846770190827933,0.017543792724609375,-0.015185249569767063,0.07129209455864835,0.08145455519554284,2
1516,0.04429286434057127,0.03399878740310669,-0.003416600337652561,0.08959802578505628,0.05531042683088968,3-4
666,-0.018633160438086535,0.017988920211791992,-0.07999721493225197,0.038881469764061496,0.7403845201013808,5+
