locked_uid,control_uid
27188,27191
39874,39881
25911,25915
25922,25923
25927,25920
15752,15761
15764,15772
23053,23056
23461,23464
22266,22269
22271,22286
21724,21729
23484,23485
23493,23492
23504,23510
37252,37263
37586,37598
20263,20286
37571,37582
37344,37346
37352,37349
37867,37871
37989,37994
37855,37858
39637,39638
27189,27190
39875,39876
28855,28866
28858,28867
27438,27440
27455,27465
28309,28323
38822,38824
38823,38827
38740,38741
39017,39022
15399,15417
15416,15422
15424,15434
34553,34552
21108,21110
21121,21116
32186,32190
13715,13727
3437,3436
3418,3419
13934,13944
36062,36066
36067,36071
36317,36326
35996,35995
36296,36304
35442,35447
5693,5692
5698,5700
5708,5696
5714,5695
38252,38262
14728,14727
14215,14222
38983,38982
38957,38958
12403,12402
12406,12409
38795,38796
39006,39008
38433,38434
37279,37280
37284,37283
37292,37293
36474,36473
37328,37341
37587,37588
37589,37601
37253,37254
37257,37265
37572,37573
37576,37577
37583,37584
37296,37300
37299,37308
37311,37326
36685,36684
31102,31119
15425,15423
15439,15433
2248,2258
34463,34460
10766,10767
10768,10775
5989,5993
5923,5927
3872,3875
4985,4984
18996,19004
14931,14942
14943,14945
2782,2797
2793,2798
25176,25181
25194,25189
12637,12636
36614,36611
36627,36626
36632,36629
36647,36646
2268,2273
7073,7078
13272,13274
13260,13262
35249,35248
40245,40252
40249,40253
40255,40263
38080,38078
36298,36300
36306,36301
17675,17691
14293,14305
28380,28401
22446,22443
14314,14325
14328,14332
13755,13765
13760,13767
8819,8823
8833,8834
8841,8825
22248,22252
22228,22232
23462,23465
23487,23509
36320,36325
38482,38485
38352,38351
15753,15773
22209,22211
14806,14823
13669,13668
13675,13674
35216,35224
15401,15400
15409,15421
21653,21657
14827,14842
15426,15444
34976,34979
14845,14863
35232,35241
36043,36045
36064,36065
34224,34227
14237,14257
17428,17433
31103,31111
31106,31112
36000,36001
36955,36957
36958,36971
38154,38159
37347,37348
33809,33812
33811,33819
33815,33825
36937,36943
38809,38810
38819,38816
38339,38340
38448,38451
36815,36817
37329,37339
38254,38256
38270,38271
38281,38275
36686,36688
39040,39039
39045,39042
39056,39055
39061,39058
38483,38484
13629,13636
39315,39317
27458,27457
15805,15804
23596,23593
23598,23604
23723,23722
36598,36599
35250,35254
21654,21655
36462,36463
13823,13824
13804,13805
9386,9384
15807,15806
23420,23432
23429,23437
13305,13303
17580,17579
16810,16818
14921,14920
18984,18983
16965,16964
16950,16949
18998,18997
5939,5950
23122,23126
13758,13756
13306,13304
34577,34576
39158,39165
36615,36620
25162,25161
22636,22634
36633,36639
34554,34555
25179,25177
21495,21498
20573,20577
20585,20583
22034,22037
21473,21477
21482,21480
21113,21122
11645,11649
18986,18985
18987,18993
19000,19002
14935,14937
13807,13809
13808,13806
4141,4146
8852,8874
21030,21027
21979,21972
21443,21448
21114,21107
20479,20483
21055,21049
21061,21060
22035,22032
22948,22953
7878,7876
22522,22515
8108,8112
8123,8121
22534,22528
22927,22921
35283,35284
13826,13827
12538,12542
9387,9385
9390,9391
20878,20882
22566,22570
24619,24617
21931,21929
24531,24535
22855,22858
24605,24603
24577,24580
7879,7880
7895,7888
23301,23306
8109,8111
8125,8120
22959,22964
24631,24630
24632,24637
22979,22973
22980,22983
8186,8192
23725,23727
8853,8861
5697,5694
5617,5618
5634,5622
4740,4746
4697,4712
17475,17482
3625,3627
7445,7451
10185,10187
10192,10188
27902,27906
28360,28371
28381,28390
28400,28396
28406,28412
28915,28914
4698,4699
1455,1454
1460,1467
781,780
784,779
790,789
769,768
772,767
2307,2311
2314,2313
2249,2264
2348,2357
3091,3096
2487,2494
2349,2364
2515,2513
4741,4751
4033,4037
3952,3960
5851,5844
5856,5867
