n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
1876,0.03904064479413063,0.0259857177734375,-0.004924364874103682,0.08116283117453933,0.03355207848724594,2
1416,0.0611108965003642,0.03612107038497925,0.011724661366414217,0.10489834698106526,0.016275483331978736,3-4
642,-0.004371443664730523,0.0026317238807678223,-0.07235384821381152,0.05951173559840871,0.681497236544059,5+
