locked_uid,control_uid
31009,31008
31010,31007
39952,39960
13212,13221
6650,6658
30301,30299
8284,8295
8745,8753
9071,9078
9083,9080
9570,9575
10050,10049
10062,10056
9121,9120
9133,9127
6637,6645
6652,6659
9072,9082
8285,8288
9571,9579
25796,25800
26344,26347
26330,26333
24126,24132
24106,24115
24500,24497
15922,15925
32677,32676
39422,39423
39428,39424
39956,39958
35706,35715
29698,29703
16790,16799
33213,33214
4189,4184
4178,4174
21899,21893
19508,19499
21912,21906
24131,24120
24109,24098
4190,4186
38408,38404
5550,5552
5551,5548
20955,20956
39427,39420
39962,39964
3340,3336
3169,3172
3798,3799
3368,3367
3695,3699
39963,39957
3696,3693
3746,3745
28208,28207
25679,25680
26676,26678
30731,30730
28654,28652
22678,22677
26619,26618
9471,9467
6646,6644
9581,9569
9472,9469
9549,9547
39965,39951
39572,39566
