n_pairs,mean_delta,median_delta,boot95_mean_lo,boot95_mean_hi,wilcoxon_p_greater,dur_bin
907,0.264800867145879,0.2258291244506836,0.2086644482060593,0.32034993573875375,4.851639670405812e-19,2
407,0.27712762943430086,0.22645315527915955,0.19696460284626782,0.3570139715351914,4.871353753688685e-12,3-4
91,0.4971544926801881,0.523065984249115,0.3359984074872765,0.6886643918169723,2.656272505738983e-07,5+
