locked_uid,control_uid
31009,31008
31010,31007
39952,39960
13212,13221
6650,6658
30301,30299
8284,8295
8745,8753
9071,9078
9083,9080
10050,10049
10062,10056
9570,9575
9121,9120
9133,9127
6637,6645
9072,9082
6652,6659
8285,8288
9571,9579
15922,15925
39422,39423
39428,39424
39956,39958
35706,35715
29698,29703
4189,4184
4178,4174
4190,4186
38408,38404
5550,5552
5551,5548
20955,20956
39427,39420
39962,39964
3340,3336
3798,3799
3169,3172
3368,3367
3695,3699
39963,39957
3696,3693
3746,3745
28208,28207
25679,25680
30731,30730
26676,26678
28654,28652
22678,22677
26619,26618
6646,6644
9471,9467
9581,9569
9549,9547
9472,9469
39965,39951
39572,39566
